projectName,address,unitSold,area,typeOfArea,transactedPrice,unitPricePSM,unitPricePSF,saleDate,propertyType,tenure,completionDate,typeOfSale,purchaserAddressIndicator,postalDistrict,postalSector,postalCode,planningRegion,planningArea
FRANKEL ESTATE,43 La Salle Street ,1,433,Land,5000000,11553,1073,29-Apr-14,Semi-Detached House,Freehold,1982,Resale,Private,15,45,456944,East Region,Bedok
FRANKEL ESTATE,6 Jedburgh Gardens ,1,242,Land,4500000,18564,1725,21-Apr-14,Terrace House,Freehold,2014,Resale,HDB,15,45,457071,East Region,Bedok
FRANKEL ESTATE,9 Jedburgh Gardens ,1,400,Land,5100000,12766,1186,6-Feb-14,Detached House,Freehold,1993,Resale,Private,15,45,457074,East Region,Bedok
FRANKEL ESTATE,25 Jedburgh Gardens ,1,301,Land,3680000,12238,1137,10-Oct-14,Semi-Detached House,Freehold,1954,Resale,HDB,15,45,457091,East Region,Bedok
FRANKEL ESTATE,6B Jedburgh Gardens ,1,244,Land,4601000,18872,1753,17-Nov-14,Terrace House,Freehold,2014,Resale,Private,15,45,457117,East Region,Bedok
GEMINI APARTMENTS,67 Jalan Tua Kong  #01-02 ,1,151,Strata,1330000,8808,818,14-Oct-14,Apartment,Freehold,1989,Resale,Private,15,45,457263,East Region,Bedok
PARK EAST,69 Jalan Tua Kong  #02-09 ,1,180,Strata,2030000,11278,1048,10-Oct-14,Condominium,Freehold,1994,Resale,Private,15,45,457264,East Region,Bedok
PARK EAST,71 Jalan Tua Kong  #03-05 ,1,163,Strata,2000000,12270,1140,11-Feb-14,Condominium,Freehold,1994,Resale,HDB,15,45,457265,East Region,Bedok
PARK EAST,75 Jalan Tua Kong  #04-05 ,1,125,Strata,1535000,12280,1141,18-Sep-14,Condominium,Freehold,1994,Resale,Private,15,45,457267,East Region,Bedok
CRESCENDO PARK,6 Jalan Tua Kong  #02-07 ,1,125,Strata,1450000,11600,1078,6-Aug-14,Condominium,Freehold,1996,Resale,Private,15,45,457269,East Region,Bedok
CRESCENDO PARK,6 Jalan Tua Kong  #03-15 ,1,79,Strata,920000,11646,1082,9-Oct-14,Condominium,Freehold,1996,Resale,Private,15,45,457269,East Region,Bedok
VILLA MARINA,21 Jalan Sempadan  #03-10 ,1,119,Strata,1298000,10908,1013,4-Jun-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457398,East Region,Bedok
VILLA MARINA,21 Jalan Sempadan  #03-01 ,1,116,Strata,1250000,10776,1001,15-Aug-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457398,East Region,Bedok
VILLA MARINA,23 Jalan Sempadan  #03-11 ,1,119,Strata,1280000,10756,999,15-May-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457399,East Region,Bedok
VILLA MARINA,25 Jalan Sempadan  #02-20 ,1,101,Strata,1100000,10891,1012,25-Feb-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457400,East Region,Bedok
VILLA MARINA,25 Jalan Sempadan  #04-04 ,1,188,Strata,1670000,8883,825,22-Apr-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,HDB,15,45,457400,East Region,Bedok
VILLA MARINA,27 Jalan Sempadan  #01-05 ,1,152,Strata,1100000,7237,672,30-Sep-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457401,East Region,Bedok
VILLA MARINA,29 Jalan Sempadan  #02-04 ,1,116,Strata,1200000,10345,961,2-May-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457402,East Region,Bedok
VILLA MARINA,29 Jalan Sempadan  #03-07 ,1,105,Strata,1050000,10000,929,5-Sep-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457402,East Region,Bedok
VILLA MARINA,29 Jalan Sempadan  #03-05 ,1,116,Strata,1290000,11121,1033,7-Nov-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457402,East Region,Bedok
VILLA MARINA,37 Jalan Sempadan  #01-04 ,1,151,Strata,1280000,8477,788,25-Mar-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,HDB,15,45,457406,East Region,Bedok
VILLA MARINA,37 Jalan Sempadan  #01-07 ,1,147,Strata,1290000,8776,815,9-May-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457406,East Region,Bedok
VILLA MARINA,37 Jalan Sempadan  #01-08 ,1,154,Strata,1250000,8117,754,21-Nov-14,Condominium,99 Yrs From 13/02/1995,1999,Resale,Private,15,45,457406,East Region,Bedok
OPERA ESTATE,60 Jalan Khairuddin ,1,397,Land,3700000,9315,865,21-May-14,Semi-Detached House,Freehold,Unknown,Resale,Private,15,45,457523,East Region,Bedok
SEASIDE PARK,1 Jalan Keris ,1,308,Land,3820000,12395,1151,9-Jun-14,Terrace House,Freehold,1981,Resale,Private,15,45,457535,East Region,Bedok
OPERA ESTATE,16 Jalan Bintang Tiga ,1,233,Land,2850000,12248,1138,21-Apr-14,Terrace House,Freehold,Unknown,Resale,Private,15,45,457755,East Region,Bedok
OPERA ESTATE,19 Jalan Bintang Tiga ,1,162,Land,2200000,13605,1264,22-Apr-14,Terrace House,Freehold,Unknown,Resale,Private,15,45,457758,East Region,Bedok
THE HACIENDA,3 Hacienda Grove  #04-02 ,1,112,Strata,1480000,13214,1228,5-Sep-14,Condominium,Freehold,1986,Resale,Private,15,45,457909,East Region,Bedok
FRANKEL ESTATE,55A Greenfield Drive ,1,259,Land,4600000,17781,1652,24-Nov-14,Semi-Detached House,Freehold,1998,Resale,Private,15,45,457985,East Region,Bedok
FRANKEL ESTATE,5 Frankel Street ,1,722,Land,8160000,11302,1050,21-Apr-14,Detached House,Freehold,Unknown,Resale,Private,15,45,458046,East Region,Bedok
FRANKEL ESTATE,16 Frankel Avenue ,1,419,Land,5200000,12413,1153,4-Apr-14,Semi-Detached House,Freehold,1991,Resale,Private,15,45,458144,East Region,Bedok
FRANKEL ESTATE,70 Frankel Avenue ,1,368,Land,4650000,12626,1173,8-Jan-14,Semi-Detached House,Freehold,1958,Resale,Private,15,45,458198,East Region,Bedok
SIGLAP V,2 First Street  #03-26 ,1,48,Strata,808000,16833,1564,1-Aug-14,Apartment,Freehold,2013,Sub Sale,HDB,15,45,458278,East Region,Bedok
SIGLAP V,2 First Street  #03-22 ,1,48,Strata,820000,17083,1587,22-Sep-14,Apartment,Freehold,2013,Resale,Private,15,45,458278,East Region,Bedok
SIGLAP V,2 First Street  #02-02 ,1,54,Strata,900000,16667,1548,14-Nov-14,Apartment,Freehold,2013,Resale,Private,15,45,458278,East Region,Bedok
OPERA ESTATE,15 Figaro Street ,1,258,Land,3150000,12224,1136,25-Jul-14,Semi-Detached House,Freehold,Unknown,Resale,Private,15,45,458340,East Region,Bedok
OPERA ESTATE,25 Figaro Street ,1,281,Land,3250000,11549,1073,6-Nov-14,Semi-Detached House,Freehold,Unknown,Resale,Private,15,45,458350,East Region,Bedok
OPERA ESTATE,50 Figaro Street ,1,134,Land,2800000,20974,1949,22-Aug-14,Terrace House,Freehold,Unknown,Resale,HDB,15,45,458365,East Region,Bedok
FERNWOOD TOWERS,26 Fernwood Terrace  #11-01 ,1,152,Strata,1750088,11514,1070,17-Jan-14,Condominium,Freehold,1994,Resale,Private,15,45,458555,East Region,Bedok
FERNWOOD TOWERS,26 Fernwood Terrace  #08-03 ,1,152,Strata,1620000,10658,990,26-Aug-14,Condominium,Freehold,1994,Resale,Private,15,45,458555,East Region,Bedok
FERNWOOD TOWERS,26 Fernwood Terrace  #20-03 ,1,152,Strata,1800000,11842,1100,24-Sep-14,Condominium,Freehold,1994,Resale,Private,15,45,458555,East Region,Bedok
FERNWOOD TOWERS,26 Fernwood Terrace  #02-01 ,1,152,Strata,1550000,10197,947,1-Dec-14,Condominium,Freehold,1994,Resale,Private,15,45,458555,East Region,Bedok
FERNWOOD TOWERS,28 Fernwood Terrace  #12-02 ,1,111,Strata,1418000,12775,1187,10-Nov-14,Condominium,Freehold,1994,Resale,Private,15,45,458556,East Region,Bedok
FRANKEL ESTATE,33 Ettrick Terrace ,1,311,Land,6488888,20844,1936,31-Oct-14,Semi-Detached House,Freehold,2014,Resale,Private,15,45,458595,East Region,Bedok
FRANKEL ESTATE,35 Ettrick Terrace ,1,330,Land,6488888,19675,1828,31-Oct-14,Semi-Detached House,Freehold,2014,Resale,Private,15,45,458596,East Region,Bedok
ELLIOT AT THE EAST COAST,21 Elliot Road  #01-01 ,1,199,Strata,2120000,10653,990,28-Mar-14,Condominium,Freehold,2012,Resale,HDB,15,45,458703,East Region,Bedok
ELLIOT AT THE EAST COAST,21 Elliot Road  #03-04 ,1,91,Strata,1362200,14969,1391,16-May-14,Condominium,Freehold,2012,Resale,HDB,15,45,458703,East Region,Bedok
AXIS @ SIGLAP,59 East Coast Terrace  #05-10 ,1,169,Strata,1400000,8284,770,10-Feb-14,Apartment,Freehold,2009,Resale,Private,15,45,458950,East Region,Bedok
AXIS @ SIGLAP,59 East Coast Terrace  #03-09 ,1,80,Strata,1128888,14111,1311,21-Feb-14,Apartment,Freehold,2009,Resale,HDB,15,45,458950,East Region,Bedok
AXIS @ SIGLAP,59 East Coast Terrace  #04-08 ,1,76,Strata,1055000,13882,1290,13-Aug-14,Apartment,Freehold,2009,Resale,HDB,15,45,458950,East Region,Bedok
OCEAN PARK,520 East Coast Road  #02-06 ,1,214,Strata,2120000,9907,920,17-Jul-14,Condominium,Freehold,1984,Resale,Private,15,45,458965,East Region,Bedok
OCEAN PARK,522 East Coast Road  #12-02 ,1,131,Strata,1580000,12061,1121,5-Aug-14,Condominium,Freehold,1984,Resale,Private,15,45,458966,East Region,Bedok
OCEAN PARK,522 East Coast Road  #12-03 ,1,121,Strata,1600000,13223,1228,25-Nov-14,Condominium,Freehold,1984,Resale,Private,15,45,458966,East Region,Bedok
OCEAN PARK,526 East Coast Road  #19-02 ,1,196,Strata,2340000,11939,1109,21-Aug-14,Condominium,Freehold,1984,Resale,HDB,15,45,458968,East Region,Bedok
OCEAN PARK,528 East Coast Road  #08-01 ,1,196,Strata,2225000,11352,1055,12-Nov-14,Condominium,Freehold,1984,Resale,Private,15,45,458969,East Region,Bedok
OCEAN PARK,530 East Coast Road  #07-04 ,1,196,Strata,2320000,11837,1100,13-Jun-14,Condominium,Freehold,1984,Resale,HDB,15,45,458970,East Region,Bedok
UNITED MANSION,592B East Coast Road ,1,127,Strata,1275000,10039,933,14-Aug-14,Apartment,Freehold,1968,Resale,Private,15,45,458996,East Region,Bedok
COASTARINA,510 East Coast Road  #04-06 ,1,78,Strata,955000,12244,1137,3-Jun-14,Apartment,Freehold,2006,Resale,Private,15,45,459135,East Region,Bedok
N.A.,18A East Coast Avenue ,1,362,Land,5000000,13801,1282,1-Jul-14,Semi-Detached House,Freehold,2001,Resale,Private,15,45,459203,East Region,Bedok
FINLAND GARDENS,41 East Coast Avenue  #03-07 ,1,123,Strata,1628000,13236,1230,11-Apr-14,Condominium,Freehold,1984,Resale,Private,15,45,459246,East Region,Bedok
FINLAND GARDENS,41 East Coast Avenue  #02-07 ,1,123,Strata,1600000,13008,1208,18-Sep-14,Condominium,Freehold,1984,Resale,HDB,15,45,459246,East Region,Bedok
FRANKEL ESTATE,2 Dunbar Walk ,1,482,Land,6450000,13373,1242,11-Dec-14,Detached House,Freehold,1966,Resale,Private,15,45,459266,East Region,Bedok
FRANKEL ESTATE,12 Dunbar Walk ,1,406,Land,5250000,12947,1203,28-May-14,Semi-Detached House,Freehold,1970,Resale,Private,15,45,459290,East Region,Bedok
OPERA ESTATE,14 Carmen Street ,1,279,Land,4180000,14998,1393,14-Mar-14,Semi-Detached House,Freehold,2006,Resale,Private,15,45,459742,East Region,Bedok
OPERA ESTATE,35 Carmen Street ,1,390,Land,4600000,11810,1097,18-Jul-14,Semi-Detached House,Freehold,Unknown,Resale,Private,15,45,459756,East Region,Bedok
OPERA ESTATE,43 Carmen Street ,1,257,Land,4300000,16764,1557,31-Jul-14,Terrace House,Freehold,1987,Resale,Private,15,45,459760,East Region,Bedok
FRANKEL ESTATE,11 Burnfoot Terrace ,1,312,Land,4880000,15621,1451,25-Jun-14,Semi-Detached House,Freehold,1954,Resale,Private,15,45,459803,East Region,Bedok
FRANKEL ESTATE,27 Bowmont Gardens ,1,158,Land,3200000,20253,1882,16-Oct-14,Terrace House,Freehold,Unknown,Resale,Private,15,45,459874,East Region,Bedok
FRANKEL ESTATE,47 Bowmont Gardens ,1,160,Land,2450000,15274,1419,13-Aug-14,Terrace House,Freehold,Unknown,Resale,Private,15,45,459894,East Region,Bedok
OPERA ESTATE,17 Aida Street ,1,279,Land,4300000,15418,1432,11-Feb-14,Semi-Detached House,Freehold,2001,Resale,Private,15,45,459940,East Region,Bedok
THE GLADES,12 Bedok Rise  #07-48 ,1,53,Strata,795000,15000,1394,6-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #09-48 ,1,53,Strata,814600,15370,1428,20-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #05-44 ,1,42,Strata,675900,16093,1495,20-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #03-39 ,1,53,Strata,882000,16642,1546,21-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #08-48 ,1,53,Strata,808900,15262,1418,24-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #06-44 ,1,42,Strata,680000,16190,1504,28-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #03-38 ,1,42,Strata,745000,17738,1648,29-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #11-47 ,1,42,Strata,706700,16826,1563,3-Feb-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #10-47 ,1,42,Strata,702000,16714,1553,20-Feb-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #05-48 ,1,53,Strata,798800,15072,1400,20-Feb-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #12-39 ,1,64,Strata,964000,15063,1399,5-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #04-45 ,1,53,Strata,784900,14809,1376,14-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #11-48 ,1,53,Strata,825900,15583,1448,19-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #11-44 ,1,42,Strata,713000,16976,1577,21-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #07-40 ,1,42,Strata,731200,17410,1617,25-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #03-40 ,1,42,Strata,711800,16948,1574,27-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #09-47 ,1,42,Strata,697300,16602,1542,27-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #05-37 ,1,65,Strata,1061536,16331,1517,1-Apr-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #10-48 ,1,53,Strata,820300,15477,1438,8-Apr-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #03-45 ,1,53,Strata,779200,14702,1366,14-Apr-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #09-45 ,1,53,Strata,827600,15615,1451,15-Apr-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #09-44 ,1,42,Strata,705000,16786,1559,16-Apr-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #08-44 ,1,42,Strata,699000,16643,1546,29-Apr-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #06-40 ,1,42,Strata,725000,17262,1604,12-May-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #09-36 ,1,95,Strata,1575800,16587,1541,14-May-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #04-44 ,1,42,Strata,668000,15905,1478,8-Jul-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #06-45 ,1,53,Strata,806300,15213,1413,11-Jul-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #03-41 ,1,65,Strata,974900,14998,1393,8-Aug-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #08-46 ,1,42,Strata,702900,16736,1555,8-Sep-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #10-46 ,1,42,Strata,712600,16967,1576,22-Sep-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #12-48 ,1,64,Strata,849500,13273,1233,24-Sep-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #01-47 ,1,45,Strata,687000,15267,1418,24-Sep-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #08-43 ,1,92,Strata,1325100,14403,1338,25-Sep-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #04-46 ,1,42,Strata,678000,16143,1500,3-Oct-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #01-37 ,1,74,Strata,1133600,15319,1423,9-Oct-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #10-44 ,1,42,Strata,709000,16881,1568,21-Oct-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #01-39 ,1,61,Strata,929000,15230,1415,23-Oct-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #01-48 ,1,61,Strata,815700,13372,1242,6-Nov-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #08-40 ,1,42,Strata,740800,17638,1639,6-Nov-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #04-40 ,1,42,Strata,716700,17064,1585,17-Nov-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #07-45 ,1,53,Strata,812100,15323,1424,20-Nov-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465407,East Region,Bedok
THE GLADES,12 Bedok Rise  #12-44 ,1,62,Strata,733000,11823,1098,5-Dec-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465407,East Region,Bedok
THE GLADES,16 Bedok Rise  #01-51 ,1,116,Strata,1650000,14224,1321,12-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465409,East Region,Bedok
THE GLADES,16 Bedok Rise  #09-50 ,1,95,Strata,1533500,16142,1500,30-Jun-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465409,East Region,Bedok
THE GLADES,18 Bedok Rise  #09-56 ,1,44,Strata,776100,17639,1639,15-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #01-53 ,1,110,Strata,1493000,13573,1261,28-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #03-57 ,1,43,Strata,764800,17786,1652,26-Feb-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #07-57 ,1,43,Strata,784800,18251,1696,5-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #08-57 ,1,43,Strata,795200,18493,1718,5-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #08-56 ,1,44,Strata,776000,17636,1638,19-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #03-53 ,1,92,Strata,1350700,14682,1364,7-May-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #08-58 ,1,64,Strata,983800,15372,1428,11-Jun-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #10-54 ,1,92,Strata,1500000,16304,1515,22-Jul-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #02-58 ,1,64,Strata,933800,14591,1356,21-Aug-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #01-58 ,1,73,Strata,998000,13671,1270,3-Oct-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #07-58 ,1,64,Strata,972300,15192,1411,3-Nov-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465410,East Region,Bedok
THE GLADES,18 Bedok Rise  #11-56 ,1,44,Strata,812000,18455,1714,12-Nov-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465410,East Region,Bedok
THE GLADES,20 Bedok Rise  #09-61 ,1,62,Strata,942000,15194,1412,2-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #02-61 ,1,62,Strata,891400,14377,1336,27-Jan-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #03-60 ,1,62,Strata,955200,15406,1431,25-Feb-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #04-60 ,1,62,Strata,960800,15497,1440,26-Feb-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #05-61 ,1,62,Strata,918100,14808,1376,26-Feb-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #02-60 ,1,62,Strata,948800,15303,1422,10-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #12-61 ,1,78,Strata,990200,12695,1179,12-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #08-60 ,1,62,Strata,999200,16116,1497,13-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #05-60 ,1,62,Strata,973600,15703,1459,19-Mar-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #01-61 ,1,73,Strata,966500,13240,1230,28-May-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465411,East Region,Bedok
THE GLADES,20 Bedok Rise  #07-60 ,1,62,Strata,987200,15923,1479,15-Jul-14,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465411,East Region,Bedok
URBAN VISTA,2 Tanah Merah Kechil Link  #05-02 ,1,79,Strata,1156524,14640,1360,10-Jan-14,Condominium,99 Yrs From 05/11/2012,Uncompleted,New Sale,Private,16,46,465417,East Region,Bedok
URBAN VISTA,2 Tanah Merah Kechil Link  #07-02 ,1,79,Strata,1138000,14405,1338,13-Jan-14,Condominium,99 Yrs From 05/11/2012,Uncompleted,New Sale,HDB,16,46,465417,East Region,Bedok
URBAN VISTA,2 Tanah Merah Kechil Link  #13-03 ,1,99,Strata,1080000,10909,1013,26-Feb-14,Condominium,99 Yrs From 05/11/2012,Uncompleted,New Sale,HDB,16,46,465417,East Region,Bedok
URBAN VISTA,2 Tanah Merah Kechil Link  #13-04 ,1,100,Strata,1080000,10800,1003,17-Mar-14,Condominium,99 Yrs From 05/11/2012,Uncompleted,New Sale,Private,16,46,465417,East Region,Bedok
URBAN VISTA,4 Tanah Merah Kechil Link  #10-07 ,1,79,Strata,1165000,14747,1370,9-Jan-14,Condominium,99 Yrs From 05/11/2012,Uncompleted,New Sale,Private,16,46,465418,East Region,Bedok
URBAN VISTA,4 Tanah Merah Kechil Link  #12-07 ,1,79,Strata,1168000,14785,1374,29-Jan-14,Condominium,99 Yrs From 05/11/2012,Uncompleted,New Sale,Private,16,46,465418,East Region,Bedok
